Tweet,preprocessed,Sentimen
Keputusan teguh Bahlil: Menolak izin TikTok Shop untuk melindungi UMKM. Semangat untuk bisnis lokal! @jokowi @CNN BahlilLindungiUMKM #TiktokShop,keputusan teguh bahlil menolak izin tiktok shop untuk melindungi umkm semangat untuk bisnis lokal bahlillindungiumkm,Netral
"Saya berjuang agar mereka yang tidak bisa, tidak akan pernah hidup dalam ketakutan BahlilLindungi UMKM  #TiktokShop",saya berjuang agar mereka yang tidak bisa tidak akan pernah hidup dalam ketakutan bahlillindungi umkm,Negatif
"Jayalah para pejuang ekonomi, kalian adalah pahlawan, bukan hanya untukdiri sndiri dan keluarga  tapi juga untuk bangsa dan negeri. BahliLindungi UMKM #TiktokShop @Gerindra @Golkar5",jayalah para pejuang ekonomi kalian adalah pahlawan bukan hanya untukdiri sendiri dan keluarga tetapi juga untuk bangsa dan negeri bahlilindungi umkm,Positif
Pelindung tidak bisa melindungi seseorang yang tidak ingin dilindungi BahlilLindungi UMKM  #TiktokShop,pelindung tidak bisa melindungi seseorang yang tidak ingin dilindungi bahlillindungi umkm,Netral
"Ketika kamu mendukung bisnis kecil, kamu mendukung mimpi. BahliLindungi UMKM #TiktokShop @FiersaBesari",ketika kamu mendukung bisnis kecil kamu mendukung mimpi bahlilindungi umkm,Negatif
Barang jualan di Tiktok Shop rupanya banyak dibanjiri oleh produk impor dengan skema penjualan â€˜cross borderâ€™ (penjualan antar negara). BahlilLindungi UMKM   #TikTokShop,barang jualan di tiktok shop rupanya banyak dibanjiri oleh produk impor dengan skema penjualan cross border penjualan antar negara bahlillindungi umkm,Positif
"Sistem seperti tiktok shop ini tidak sehat, jauh dari semangat dan kondisi persaingan usaha/dagang yang sehat untuk semua pihak. BahlilLindungi UMKM   #TiktokShop",sistem seperti tiktok shop ini tidak sehat jauh dari semangat dan kondisi persaingan usahadagang yang sehat untuk semua pihak bahlillindungi umkm,Positif
"sistem jualan diÂ TikTokÂ ini tidak hanya dilakukan oleh pedagang atau pebisnis kelas atas, tetapi para artis juga ikut melakukan hal yang sama dan itu disebut mengancam ekosistem pertumbuhan UMKM di Indonesia, terkhusus UMKM yang berjualn offline. BahlilLindungi UMKM   #TiktokShop",sistem jualan ditiktokini tidak hanya dilakukan oleh pedagang atau pebisnis kelas atas tetapi para artis juga ikut melakukan hal yang sama dan itu disebut mengancam ekosistem pertumbuhan umkm di indonesia terkhusus umkm yang berjualn offline bahlillindungi umkm,Netral
Mari kita sama sama mendukung untuk kebaikan negara kita. BahlilLindungi UMKM   #TiktokShop,kemari kita sama sama mendukung untuk kebaikan negara kita bahlillindungi umkm,Positif
Langkah tegas Bahlil dalam menolak izin TikTok Shop adalah perisai kuat bagi UMKM. Teruslah bersama memajukan bisnis lokal! @ganjarpranowo @KompasTV BahlilLindungiUMKM #TiktokShop,langkah tegas bahlil dalam menolak izin tiktok shop adalah perisai kuat bagi umkm teruslah bersama memajukan bisnis lokal bahlillindungiumkm,Positif
Suka dengan cara pak Bahlil ia tegas dengan hal yang akan merugikan rakyat kecil. BahlilLindungi UMKM   #TiktokShop,suka dengan cara pak bahlil ia tegas dengan hal yang akan merugikan rakyat kecil bahlillindungi umkm,Negatif
"sistem jualan diÂ TikTokÂ ini tidak hanya dilakukan oleh pedagang atau pebisnis kelas atas, tetapi para artis juga ikut melakukan hal yang sama dan itu disebut mengancam ekosistem pertumbuhan UMKM di Indonesia, terhusus UMKM yang berjualan offline. BahlilLindungi UMKM   #TiktokShop",sistem jualan ditiktokini tidak hanya dilakukan oleh pedagang atau pebisnis kelas atas tetapi para artis juga ikut melakukan hal yang sama dan itu disebut mengancam ekosistem pertumbuhan umkm di indonesia terhusus umkm yang berjualan offline bahlillindungi umkm,Netral
"#TiktokShop dinilai sangat merugikan negara, salah satunya barang jualan di tiktok dibanjiri oleh produk impor, dalam hal ini ternyata banyak yang tidak bayar pajak.  BahlilLindungi UMKM",dinilai sangat merugikan negara salah satunya barang jualan di tiktok dibanjiri oleh produk impor dalam hal ini ternyata banyak yang tidak bayar pajak bahlillindungi umkm,Positif
"Selain risiko yang muncul dari algoritma Projek S. Tiktok, ada lagi algoritma lain dari Tiktok yang juga menjadi masalah bagi persaingan usaha: algoritma Tiktok memprioritaskan produk tertentu (dari China) dan menenggelamkan produk kompetitornya. BahlilLindungi UMKM   #TiktokShop",selain risiko yang muncul dari algoritma projek s tiktok ada lagi algoritma lain dari tiktok yang juga menjadi masalah bagi persaingan usaha algoritma tiktok memprioritaskan produk tertentu dari china dan menenggelamkan produk kompetitornya bahlillindungi umkm,Positif
"aktivitas jualan live di TikTok ini sangat berpengaruh pada pasar UMKM, baik yang online maupun offline. BahlilLindungi UMKM   #TiktokShop",aktivitas jualan live di tiktok ini sangat berpengaruh pada pasar umkm baik yang online maupun offline bahlillindungi umkm,Positif
Semoga terus banyak pemimpin yang tegas seperti pak Bahlil untuk membela rakyat. BahlilLindungi UMKM   #TiktokShop,semoga terus banyak pemimpin yang tegas seperti pak bahlil untuk membela rakyat bahlillindungi umkm,Positif
"Keputusan tegas Bahlil: Melindungi UMKM dengan menolak izin TikTok Shop. Bersama, kita dorong kemajuan bisnis lokal! @ridwankamil @CNNIndonesia BahlilLindungiUMKM #TiktokShop",keputusan tegas bahlil melindungi umkm dengan menolak izin tiktok shop bersama kita dorong kemajuan bisnis lokal bahlillindungiumkm,Negatif
Langkah tegas Bahlil untuk menolak izin TikTok Shop adalah bentuk nyata perlindungan terhadap UMKM. Mari bersama memajukan bisnis lokal! @DediMulyadi71 @Golkar5 BahlilLindungiUMKM #TiktokShop,langkah tegas bahlil untuk menolak izin tiktok shop adalah bentuk nyata perlindungan terhadap umkm kemari bersama memajukan bisnis lokal bahlillindungiumkm,Negatif
Semoga ke depan lebih baik lagi. Indonesia bisa maju dan menjadi negara dengan masyarakatnya yang sejahtera. BahlilLindungi UMKM #TiktokShop,semoga ke depan lebih baik lagi indonesia bisa maju dan menjadi negara dengan masyarakatnya yang sejahtera bahlillindungi umkm,Positif
Mari kita sama sama apresiasi ketegasan Bahlil untuk mendukung UMKM dan menolak Tiktok shop. BahlilLindungi UMKM   #TiktokShop,kemari kita sama sama apresiasi ketegasan bahlil untuk mendukung umkm dan menolak tiktok shop bahlillindungi umkm,Netral
"Pantesan di Tiktok selalu murah, berarti alasannya sudah jelas mereka tidak bayar pajak. BahlilLindungi UMKM   #TiktokShop",pantesan di tiktok selalu murah berarti alasannya sudah jelas mereka tidak bayar pajak bahlillindungi umkm,Positif
Ayoo terus dukung UMKM demi kemajuan ekonomi nasional dan kesejahteraan rakyat. BahlilLindungi UMKM   #TiktokShop,ayoo terus dukung umkm demi kemajuan ekonomi nasional dan kesejahteraan rakyat bahlillindungi umkm,Netral
Dengan adanya Tiktok yang selalu murah dan diserbu pembeli sudah jelas akan membunuh UMKM. BahlilLindungi UMKM   #TiktokShop,dengan adanya tiktok yang selalu murah dan diserbu pembeli sudah jelas akan membunuh umkm bahlillindungi umkm,Positif
Keputusan tegas Bahlil: Melindungi UMKM dengan menolak izin TikTok Shop. Mari bersama memajukan bisnis lokal! @jokowi @kumparan BahlilLindungiUMKM #TiktokShop,keputusan tegas bahlil melindungi umkm dengan menolak izin tiktok shop kemari bersama memajukan bisnis lokal bahlillindungiumkm,Negatif
"Tindakan tegas Bahlil: Menolak izin TikTok Shop, membela UMKM. Teruslah bersama memperkuat bisnis lokal! @susipudjiastuti @KompasTV BahlilLindungiUMKM #TiktokShop",tindakan tegas bahlil menolak izin tiktok shop membela umkm teruslah bersama memperkuat bisnis lokal bahlillindungiumkm,Negatif
Sedih liat kondisi pedagang tanah abang yang kosong lapaknya karena kalah saing.Platform tiktok ini sangat merusak harga.Persaingan jadi tidak sehat. Pak BahliLindungi UMKM dengan tidak memberikan izin kepada #TiktokShop untuk menjadi e-commerce @PDI_Perjuangan @gerind,sedih lihat kondisi pedagang tanah abang yang kosong lapaknya karena kalah saingplatform tiktok ini sangat merusak hargapersaingan jadi tidak sehat pak bahlilindungi umkm dengan tidak memberikan izin kepada untuk menjadi e commerce,Negatif
Mentang2 tiktok shop mau dihapuskan  harganya miring semua kan aku yg BU harus menahan jari ini ya ðŸ˜Œ,mentang tiktok shop mau dihapuskan harganya miring semua kan saya yang bu harus menahan jari ini iya,Positif
"#TiktokShop kabarnya bakal ditutup ya. Ditengah pemerintah yg mendorong pertumbuhan UMKM, tapi kalah saing sama tiktok shop yg saat ini merajalela dan menarik perhatian konsumen. Menteri investasi Bahlil Lindungi UMKM Indonesia sehingga beliau mendukung dg adanya peraturan tsb",kabarnya bakal ditutup iya ditengah pemerintah yang mendorong pertumbuhan umkm tetapi kalah saing sama tiktok shop yang saat ini merajalela dan menarik perhatian konsumen menteri investasi bahlil lindungi umkm indonesia sehingga beliau mendukung dengan adanya peraturan tersebut,Negatif
"Jadi, sebenernya masih bisa co barang di tiktokshop apa nggak sih? Kok masih banyak yang live jualan. Katanya udah ada larangan dari pemerintah ðŸ¤”",jadi sebenarnya masih bisa check out barang di tiktok shop apa tidak sih kok masih banyak yang live jualan katanya sudah ada larangan dari pemerintah,Positif
"Selain tidak memiliki surat izin sebagai marketplace, tiktok shop juga melakukan monopoli dagang yg menggunakan produk impor daripada produk lokal. Oleh karena itu, Menteri investasi Bahlil Lindungi UMKM dan melindungi produk lokal dengan menolak tegas adanya #TiktokShop",selain tidak memiliki surat izin sebagai marketplace tiktok shop juga melakukan monopoli dagang yang menggunakan produk impor daripada produk lokal oleh karena itu menteri investasi bahlil lindungi umkm dan melindungi produk lokal dengan menolak tegas adanya,Negatif
"Tiktok shop melakukan cross border (penjualan antar negara) yang ternyata banyak yg tidak membayar pajak. Ini menyebabkan turunnya peraturan akan ditutupnya #TiktokShop . Menteri Investasi, Bahlil Lahadalia mendukung secara penuh karena Bahlil Lindungi UMKM Indonesia",tiktok shop melakukan cross border penjualan antar negara yang ternyata banyak yang tidak membayar pajak ini menyebabkan turunnya peraturan akan ditutupnya menteri investasi bahlil lahadalia mendukung secara penuh karena bahlil lindungi umkm indonesia,Positif
tiktokshop bener dihapus apa?,tiktok shop benar dihapus apa,Positif
"Ya betul, saya suka dengan sikat tegas nya pak Bahlil Lindungi UMKM dengan adanya kebijakan tersebut,  UMKM dan usaha lokal dapat berkembang dengan lebih baik! #TiktokShop",iya betul saya suka dengan sikat tegas nya pak bahlil lindungi umkm dengan adanya kebijakan tersebut umkm dan usaha lokal dapat berkembang dengan lebih baik,Positif
"Dengan algoritma tiktok yah dapat menentukan produk yang memilikinya engagement yang bagu, dapat membunuh para pelaku usaha lokal dan UMKM, dengan langkah bijak pak Bahlil tentunya.  Bahlil Lindungi UMKM #TiktokShop",dengan algoritma tiktok yah dapat menentukan produk yang memilikinya engagement yang bagu dapat membunuh para pelaku usaha lokal dan umkm dengan langkah bijak pak bahlil tentunya bahlil lindungi umkm,Positif
Tiktok shop banyak dimonopoli pedagang besar dan nyk promo produk luar. Jadi patut didukung nih demi umkm! #TiktokShop  Bahlil Lindungi UMKM,tiktok shop banyak dimonopoli pedagang besar dan nyk promo produk luar jadi patut didukung ini demi umkm bahlil lindungi umkm,Positif
"belajar dari tiktok shop , semua UMKM sebaiknya berserikat di bawah organisasi yang dapat melindungi kepentingannya",belajar dari tiktok shop semua umkm sebaiknya berserikat di bawah organisasi yang dapat melindungi kepentingannya,Netral
"kek apalah tiktokshop ni, gila kali. biasanya aku beli body serum sm liptint udh hbs ratusan ribu lah ini cm bayar 37kðŸ˜­",seperti apalah tiktok shop ini gila kali biasanya saya beli body serum sm liptint sudah habis ratusan ribu lah ini cm bayar ke,Negatif
duh pusing tiktok shop banyak diskon,aduh pusing tiktok shop banyak diskon,Netral
"Tiktok shop dilarang,lah selama ini yg banyak jualan di tiktok juga UMKM di kampung yg kenalin produknya di live. Tiktok dibaned, ada marketplace yg lain.Sama aja! Teknologi gk bs di cegah, yg btl itu mikir gmana ekonomi bisa bergeliat! Di Tanah abang jg banyak yg jualan ditiktok",tiktok shop dilaranglah selama ini yang banyak jualan di tiktok juga umkm di kampung yang kenalin produknya di live tiktok dibaned ada marketplace yang lainsama saja teknologi tidak bisa di cegah yang benar itu mikir bagaimana ekonomi bisa bergeliat di tanah abang juga banyak yang jualan ditiktok,Positif
ak pgn bli kebaya buat wisuda di tiktok shop tpi tkt kembar 3 ðŸ˜­,saya pgn beli kebaya buat wisuda di tiktok shop tetapi tkt kembar,Netral
"Anjirr tiktok shop beneran mau tutup:)) Kenang kenangan sebelum beneran ditutup aku co sepatu Pvn yg sdh lama di incar huhuðŸ¥² (karena harganya mendadak promo, kalo ga promo ya........)"";0;negatif,,,,,,,,,,,,,,,",anjirr tiktok shop benar mau tutup kenang kenangan sebelum benar ditutup saya check out sepatu pvn yang sudah lama di incar huhu karena harganya mendadak promo kalau tidak promo yanegatif,Positif
"menurut gua ya platform seperti Tiktok shop itu gausah di tutup, melainkan batasi siapa pelaku umkm sebenarnya dan batasi untuk kalangan artis atau seleb berjualan .",menurut saya iya platform seperti tiktok shop itu gausah di tutup melainkan batasi siapa pelaku umkm sebenarnya dan batasi untuk kalangan artis atau seleb berjualan,Positif
"bukak tiktok shop, shopee tk tau nak checkout apa ðŸ˜·",buka tiktok shop shopee tidak tahu ingin checkout apa,Netral
Fenomena tiktok shop ditutup sih sebenernya tricky. Tp emg harus ditutup. Bukan mslh transisi offline to onlinenya tp bisnis jualan di tiktok shop ini gak sehat dimana tiktok mengatur segala cara agar barang2 dr china bs laku lgsg ke end customer,fenomena tiktok shop ditutup sih sebenarnya tricky tetapi memang harus ditutup bukan masalah transisi offline to onlinenya tetapi bisnis jualan di tiktok shop ini tidak sehat dimana tiktok mengatur segala cara agar barang dari china bisa laku langsung ke end konsumen,Negatif
"Di era digital ini harusnya masyarakat sudah tidak lagi berdesak-desakan belanja di pasar, harusnya lebih memudahkan masyarakat berdagang dan berbelanja, dan pedagang siap antar belanjaan konsumen door to door. #tiktokshop",di era digital ini harusnya masyarakat sudah tidak lagi berdesak desakan belanja di pasar harusnya lebih memudahkan masyarakat berdagang dan berbelanja dan pedagang siap antar belanjaan konsumen door to door,Positif
Siapa yg sedi tiktok shop mau dihapus,siapa yang sedi tiktok shop mau dihapus,Netral
Menyamakan tiktokshop dg marketplace facebook sih kurang tepat.,menyamakan tiktok shop dengan marketplace facebook sih kurang tepat,Negatif
"ini pengiriman paket apapun lg bermasalah ya? parah bgt masa paket gue beli dr tiktok shop ditulis udh diterima pdhl paketnya blom ada samsek, udh dicek di teras dan di sekitaran rumah, udh nanya tetangga jg ktnya gaada paket apapun!!!!!!",ini pengiriman paket apapun lagi bermasalah iya parah sangat masa paket saya beli dari tiktok shop ditulis sudah diterima padahal paketnya belum ada sama sekali sudah dicek di teras dan di sekitaran rumah sudah bertanya tetangga juga katanya tidak ada uang paket apapun,Negatif
Tiktokshop ditutup juga ngga bakalan bikin tanah abang buka,tiktok shop ditutup juga tidak akan bikin tanah abang buka,Negatif
pokoknya aku adalah orang paling sedih tiktok shop tutup,pokoknya saya adalah orang paling sedih tiktok shop tutup,Negatif
"Ketika menteri koperasi UMKM ditanya terkait UMKM yang sudah mulai masuk TikTok shop, jawabannya hilir mudik sehingga pertanyaan pembawa acara Metrotv tidak terjawab sepenuhnya.",ketika menteri koperasi umkm ditanya terkait umkm yang sudah mulai masuk tiktok shop jawabannya hilir mudik sehingga pertanyaan pembawa acara metrotv tidak terjawab sepenuhnya,Netral
"Emang algoritma tiktok jahat banget sih, yg dimajuin produk negara dia doang, lah kita yg pengen cuan dari tiktok juga jelas kalah karena permainan algoritma dia. Bagus sih Bahlil lindungi UMKM #TiktokShop",memang algoritma tiktok jahat sekali sih yang dimajuin produk negara dia doang lah kita yang ingin cuan dari tiktok juga jelas kalah karena permainan algoritma dia bagus sih bahlil lindungi umkm,Negatif
