Tweet,Sentimen,CaseFolding,cleaned,Tokenizing,Formalisasi,Stemming,preprocessed
Tiktok shop ditutup aku setuju2 aja karena emang gak sehat. Tapi ya gak bikin dagangan UMKM lokal makin rame sih karena yang menurun daya beli masyarakatnya.,Positif,tiktok shop ditutup aku setuju2 aja karena emang gak sehat. tapi ya gak bikin dagangan umkm lokal makin rame sih karena yang menurun daya beli masyarakatnya.,tiktok shop ditutup aku setuju2 aja karena emang gak sehat tapi ya gak bikin dagangan umkm lokal makin rame sih karena yang menurun daya beli masyarakatnya,"['tiktok', 'shop', 'ditutup', 'aku', 'setuju2', 'aja', 'karena', 'emang', 'gak', 'sehat', 'tapi', 'ya', 'gak', 'bikin', 'dagangan', 'umkm', 'lokal', 'makin', 'rame', 'sih', 'karena', 'yang', 'menurun', 'daya', 'beli', 'masyarakatnya']","['tiktok', 'shop', 'ditutup', 'saya', 'setuju2', 'saja', 'karena', 'memang', 'tidak', 'sehat', 'tetapi', 'iya', 'tidak', 'bikin', 'dagangan', 'umkm', 'lokal', 'makin', 'ramai', 'sih', 'karena', 'yang', 'menurun', 'daya', 'beli', 'masyarakatnya']","['tiktok', 'shop', 'tutup', 'saya', 'setuju2', 'saja', 'karena', 'memang', 'tidak', 'sehat', 'tetapi', 'iya', 'tidak', 'bikin', 'dagang', 'umkm', 'lokal', 'makin', 'ramai', 'sih', 'karena', 'yang', 'turun', 'daya', 'beli', 'masyarakat']",tiktok shop ditutup saya setuju2 saja karena memang tidak sehat tetapi iya tidak bikin dagangan umkm lokal makin ramai sih karena yang menurun daya beli masyarakatnya
Tiktok shop beneran ditutup?,Negatif,tiktok shop beneran ditutup?,tiktok shop beneran ditutup,"['tiktok', 'shop', 'beneran', 'ditutup']","['tiktok', 'shop', 'benar', 'ditutup']","['tiktok', 'shop', 'benar', 'tutup']",tiktok shop benar ditutup
trus jika tiktok shop ditutup apa bakal instan pasar langsung rame hmm,Negatif,trus jika tiktok shop ditutup apa bakal instan pasar langsung rame hmm,trus jika tiktok shop ditutup apa bakal instan pasar langsung rame hmm,"['trus', 'jika', 'tiktok', 'shop', 'ditutup', 'apa', 'bakal', 'instan', 'pasar', 'langsung', 'rame', 'hmm']","['terus', 'jika', 'tiktok', 'shop', 'ditutup', 'apa', 'bakal', 'instan', 'pasar', 'langsung', 'ramai', 'hmm']","['terus', 'jika', 'tiktok', 'shop', 'tutup', 'apa', 'bakal', 'instan', 'pasar', 'langsung', 'ramai', 'hmm']",terus jika tiktok shop ditutup apa bakal instan pasar langsung ramai hmm
"Ya walaupun jarang beli di tiktok shop, ngape si pake ditutup. Org tinggal menterinya ngajarin/sosialisasi pedagang menghadapi perkembangan jaman. Tinggal artis2nya aja yg dilarang ikut2an",Positif,"ya walaupun jarang beli di tiktok shop, ngape si pake ditutup. org tinggal menterinya ngajarin/sosialisasi pedagang menghadapi perkembangan jaman. tinggal artis2nya aja yg dilarang ikut2an",ya walaupun jarang beli di tiktok shop ngape si pake ditutup org tinggal menterinya ngajarinsosialisasi pedagang menghadapi perkembangan jaman tinggal artis2nya aja yg dilarang ikut2an,"['ya', 'walaupun', 'jarang', 'beli', 'di', 'tiktok', 'shop', 'ngape', 'si', 'pake', 'ditutup', 'org', 'tinggal', 'menterinya', 'ngajarinsosialisasi', 'pedagang', 'menghadapi', 'perkembangan', 'jaman', 'tinggal', 'artis2nya', 'aja', 'yg', 'dilarang', 'ikut2an']","['iya', 'walaupun', 'jarang', 'beli', 'di', 'tiktok', 'shop', 'kenapa', 'si', 'pakai', 'ditutup', 'orang', 'tinggal', 'menterinya', 'ngajarinsosialisasi', 'pedagang', 'menghadapi', 'perkembangan', 'jaman', 'tinggal', 'artis2nya', 'saja', 'yang', 'dilarang', 'ikut2an']","['iya', 'walaupun', 'jarang', 'beli', 'di', 'tiktok', 'shop', 'kenapa', 'si', 'pakai', 'tutup', 'orang', 'tinggal', 'menteri', 'ngajarinsosialisasi', 'dagang', 'hadap', 'kembang', 'jaman', 'tinggal', 'artis2nya', 'saja', 'yang', 'larang', 'ikut2an']",iya walaupun jarang beli di tiktok shop kenapa si pakai ditutup orang tinggal menterinya ngajarinsosialisasi pedagang menghadapi perkembangan jaman tinggal artis2nya saja yang dilarang ikut2an
"Tiktok shop ditutup karena mengancam UMKM, berarti yang jualan di Tiktok shop gak dianggap UMKM ðŸ˜‚",Negatif,"tiktok shop ditutup karena mengancam umkm, berarti yang jualan di tiktok shop gak dianggap umkm ðÿ˜‚",tiktok shop ditutup karena mengancam umkm berarti yang jualan di tiktok shop gak dianggap umkm,"['tiktok', 'shop', 'ditutup', 'karena', 'mengancam', 'umkm', 'berarti', 'yang', 'jualan', 'di', 'tiktok', 'shop', 'gak', 'dianggap', 'umkm']","['tiktok', 'shop', 'ditutup', 'karena', 'mengancam', 'umkm', 'berarti', 'yang', 'jualan', 'di', 'tiktok', 'shop', 'tidak', 'dianggap', 'umkm']","['tiktok', 'shop', 'tutup', 'karena', 'ancam', 'umkm', 'arti', 'yang', 'jual', 'di', 'tiktok', 'shop', 'tidak', 'anggap', 'umkm']",tiktok shop ditutup karena mengancam umkm berarti yang jualan di tiktok shop tidak dianggap umkm
Tiktok shop ditutup ini jadi maksudnya gimana? affiliate nggak bisa bikin promo keranjang kuning ya? atau nggak bisa live jualan lagi? soalnya kulihat masih banyak yang live,Positif,tiktok shop ditutup ini jadi maksudnya gimana? affiliate nggak bisa bikin promo keranjang kuning ya? atau nggak bisa live jualan lagi? soalnya kulihat masih banyak yang live,tiktok shop ditutup ini jadi maksudnya gimana affiliate nggak bisa bikin promo keranjang kuning ya atau nggak bisa live jualan lagi soalnya kulihat masih banyak yang live,"['tiktok', 'shop', 'ditutup', 'ini', 'jadi', 'maksudnya', 'gimana', 'affiliate', 'nggak', 'bisa', 'bikin', 'promo', 'keranjang', 'kuning', 'ya', 'atau', 'nggak', 'bisa', 'live', 'jualan', 'lagi', 'soalnya', 'kulihat', 'masih', 'banyak', 'yang', 'live']","['tiktok', 'shop', 'ditutup', 'ini', 'jadi', 'maksudnya', 'bagaimana', 'affiliate', 'tidak', 'bisa', 'bikin', 'promo', 'keranjang', 'kuning', 'iya', 'atau', 'tidak', 'bisa', 'live', 'jualan', 'lagi', 'soalnya', 'kulihat', 'masih', 'banyak', 'yang', 'live']","['tiktok', 'shop', 'tutup', 'ini', 'jadi', 'maksud', 'bagaimana', 'affiliate', 'tidak', 'bisa', 'bikin', 'promo', 'keranjang', 'kuning', 'iya', 'atau', 'tidak', 'bisa', 'live', 'jual', 'lagi', 'soal', 'lihat', 'masih', 'banyak', 'yang', 'live']",tiktok shop ditutup ini jadi maksudnya bagaimana affiliate tidak bisa bikin promo keranjang kuning iya atau tidak bisa live jualan lagi soalnya kulihat masih banyak yang live
"Eh ini nanya beneran ya: kalo tiktokshop ditutup gara2 ada transaksi jual beli langsung di tiktok yg kategorinya medsos, terus apa shopee bukan berarti ecommerce yg menjalar ke medsos dengan shopee livenya? Terus apa kabar facebook groups yg isinya jualan?",Positif,"eh ini nanya beneran ya: kalo tiktokshop ditutup gara2 ada transaksi jual beli langsung di tiktok yg kategorinya medsos, terus apa shopee bukan berarti ecommerce yg menjalar ke medsos dengan shopee livenya? terus apa kabar facebook groups yg isinya jualan?",eh ini nanya beneran ya kalo tiktok shop ditutup gara2 ada transaksi jual beli langsung di tiktok yg kategorinya medsos terus apa shopee bukan berarti ecommerce yg menjalar ke medsos dengan shopee livenya terus apa kabar facebook groups yg isinya jualan,"['eh', 'ini', 'nanya', 'beneran', 'ya', 'kalo', 'tiktok', 'shop', 'ditutup', 'gara2', 'ada', 'transaksi', 'jual', 'beli', 'langsung', 'di', 'tiktok', 'yg', 'kategorinya', 'medsos', 'terus', 'apa', 'shopee', 'bukan', 'berarti', 'ecommerce', 'yg', 'menjalar', 'ke', 'medsos', 'dengan', 'shopee', 'livenya', 'terus', 'apa', 'kabar', 'facebook', 'groups', 'yg', 'isinya', 'jualan']","['eh', 'ini', 'bertanya', 'benar', 'iya', 'kalau', 'tiktok', 'shop', 'ditutup', 'gara2', 'ada', 'transaksi', 'jual', 'beli', 'langsung', 'di', 'tiktok', 'yang', 'kategorinya', 'media sosial', 'terus', 'apa', 'shopee', 'bukan', 'berarti', 'toko online', 'yang', 'menjalar', 'ke', 'media sosial', 'dengan', 'shopee', 'livenya', 'terus', 'apa', 'kabar', 'facebook', 'groups', 'yang', 'isinya', 'jualan']","['eh', 'ini', 'tanya', 'benar', 'iya', 'kalau', 'tiktok', 'shop', 'tutup', 'gara2', 'ada', 'transaksi', 'jual', 'beli', 'langsung', 'di', 'tiktok', 'yang', 'kategori', 'media sosial', 'terus', 'apa', 'shopee', 'bukan', 'arti', 'toko online', 'yang', 'jalar', 'ke', 'media sosial', 'dengan', 'shopee', 'livenya', 'terus', 'apa', 'kabar', 'facebook', 'groups', 'yang', 'isi', 'jual']",eh ini bertanya benar iya kalau tiktok shop ditutup gara2 ada transaksi jual beli langsung di tiktok yang kategorinya media sosial terus apa shopee bukan berarti toko online yang menjalar ke media sosial dengan shopee livenya terus apa kabar facebook groups yang isinya jualan
"Sedih tiktok shop ditutup, jadi gak bisa beli dongkrak imitasi lagi",Negatif,"sedih tiktok shop ditutup, jadi gak bisa beli dongkrak imitasi lagi",sedih tiktok shop ditutup jadi gak bisa beli dongkrak imitasi lagi,"['sedih', 'tiktok', 'shop', 'ditutup', 'jadi', 'gak', 'bisa', 'beli', 'dongkrak', 'imitasi', 'lagi']","['sedih', 'tiktok', 'shop', 'ditutup', 'jadi', 'tidak', 'bisa', 'beli', 'dongkrak', 'imitasi', 'lagi']","['sedih', 'tiktok', 'shop', 'tutup', 'jadi', 'tidak', 'bisa', 'beli', 'dongkrak', 'imitasi', 'lagi']",sedih tiktok shop ditutup jadi tidak bisa beli dongkrak imitasi lagi
Baru juga belajar tiktok affiliate. Tiktok shop ditutup hem...,Negatif,baru juga belajar tiktok affiliate. tiktok shop ditutup hem...,baru juga belajar tiktok affiliate tiktok shop ditutup hem,"['baru', 'juga', 'belajar', 'tiktok', 'affiliate', 'tiktok', 'shop', 'ditutup', 'hem']","['baru', 'juga', 'belajar', 'tiktok', 'affiliate', 'tiktok', 'shop', 'ditutup', 'hem']","['baru', 'juga', 'ajar', 'tiktok', 'affiliate', 'tiktok', 'shop', 'tutup', 'hem']",baru juga belajar tiktok affiliate tiktok shop ditutup hem
Tiktok Shop ditutup kagak juga gak bakal ngaruh banyak,Positif,tiktok shop ditutup kagak juga gak bakal ngaruh banyak,tiktok shop ditutup kagak juga gak bakal ngaruh banyak,"['tiktok', 'shop', 'ditutup', 'kagak', 'juga', 'gak', 'bakal', 'ngaruh', 'banyak']","['tiktok', 'shop', 'ditutup', 'tidak', 'juga', 'tidak', 'bakal', 'berpengaruh', 'banyak']","['tiktok', 'shop', 'tutup', 'tidak', 'juga', 'tidak', 'bakal', 'pengaruh', 'banyak']",tiktok shop ditutup tidak juga tidak bakal berpengaruh banyak
"plis buru2 tiktokshop ditutup, biar kpi gw berkurangðŸ˜µâ€ðŸ’«",Negatif,"plis buru2 tiktokshop ditutup, biar kpi gw berkurangðÿ˜µâ€ðÿ’«",plis buru2 tiktok shop ditutup biar kpi gw berkurang,"['plis', 'buru2', 'tiktok', 'shop', 'ditutup', 'biar', 'kpi', 'gw', 'berkurang']","['tolong', 'buru2', 'tiktok', 'shop', 'ditutup', 'biar', 'kpi', 'saya', 'berkurang']","['tolong', 'buru2', 'tiktok', 'shop', 'tutup', 'biar', 'kpi', 'saya', 'kurang']",tolong buru2 tiktok shop ditutup biar kpi saya berkurang
"Dgn artis masuk TikTok Shop hrsnya bikin regulasi baru, bukannya nutup TikTok Shop nya garaÂ² Tanah Abang ga laku. Lho, artis masuk yutub aja YouTube nye ga ditutup, yutuber kecil view nya sedih padahal.  Nutup TikTok Shop ga bikin Tanah Abang rame lagi, trust me.",Negatif,"dgn artis masuk tiktok shop hrsnya bikin regulasi baru, bukannya nutup tiktok shop nya garaâ² tanah abang ga laku. lho, artis masuk yutub aja youtube nye ga ditutup, yutuber kecil view nya sedih padahal.  nutup tiktok shop ga bikin tanah abang rame lagi, trust me.",dgn artis masuk tiktok shop hrsnya bikin regulasi baru bukannya nutup tiktok shop nya gara tanah abang ga laku lho artis masuk yutub aja youtube nye ga ditutup yutuber kecil view nya sedih padahal nutup tiktok shop ga bikin tanah abang rame lagi trust me,"['dgn', 'artis', 'masuk', 'tiktok', 'shop', 'hrsnya', 'bikin', 'regulasi', 'baru', 'bukannya', 'nutup', 'tiktok', 'shop', 'nya', 'gara', 'tanah', 'abang', 'ga', 'laku', 'lho', 'artis', 'masuk', 'yutub', 'aja', 'youtube', 'nye', 'ga', 'ditutup', 'yutuber', 'kecil', 'view', 'nya', 'sedih', 'padahal', 'nutup', 'tiktok', 'shop', 'ga', 'bikin', 'tanah', 'abang', 'rame', 'lagi', 'trust', 'me']","['dengan', 'artis', 'masuk', 'tiktok', 'shop', 'harusnya', 'bikin', 'regulasi', 'baru', 'bukannya', 'nutup', 'tiktok', 'shop', 'nya', 'karena', 'tanah', 'abang', 'tidak', 'laku', 'loh', 'artis', 'masuk', 'youtube', 'saja', 'youtube', 'nye', 'tidak', 'ditutup', 'yutuber', 'kecil', 'view', 'nya', 'sedih', 'padahal', 'nutup', 'tiktok', 'shop', 'tidak', 'bikin', 'tanah', 'abang', 'ramai', 'lagi', 'trust', 'me']","['dengan', 'artis', 'masuk', 'tiktok', 'shop', 'harus', 'bikin', 'regulasi', 'baru', 'bukan', 'nutup', 'tiktok', 'shop', 'nya', 'karena', 'tanah', 'abang', 'tidak', 'laku', 'loh', 'artis', 'masuk', 'youtube', 'saja', 'youtube', 'nye', 'tidak', 'tutup', 'yutuber', 'kecil', 'view', 'nya', 'sedih', 'padahal', 'nutup', 'tiktok', 'shop', 'tidak', 'bikin', 'tanah', 'abang', 'ramai', 'lagi', 'trust', 'me']",dengan artis masuk tiktok shop harusnya bikin regulasi baru bukannya nutup tiktok shop nya karena tanah abang tidak laku loh artis masuk youtube saja youtube nye tidak ditutup yutuber kecil view nya sedih padahal nutup tiktok shop tidak bikin tanah abang ramai lagi trust me
Pemerintah tidak belajar dari pengalaman sebelumnya. Kl TikTok shop ditutup itu hanya akan mengalihkan traffic ke saluran lain. Marketplace lain sudah siap sedia mengambil alih. Nah.. jika ada marketplace yg kemudian hari setrending TikTok apa akan diminta tutup juga?  Next..,Negatif,pemerintah tidak belajar dari pengalaman sebelumnya. kl tiktok shop ditutup itu hanya akan mengalihkan traffic ke saluran lain. marketplace lain sudah siap sedia mengambil alih. nah.. jika ada marketplace yg kemudian hari setrending tiktok apa akan diminta tutup juga?  next..,pemerintah tidak belajar dari pengalaman sebelumnya kl tiktok shop ditutup itu hanya akan mengalihkan traffic ke saluran lain marketplace lain sudah siap sedia mengambil alih nah jika ada marketplace yg kemudian hari setrending tiktok apa akan diminta tutup juga next,"['pemerintah', 'tidak', 'belajar', 'dari', 'pengalaman', 'sebelumnya', 'kl', 'tiktok', 'shop', 'ditutup', 'itu', 'hanya', 'akan', 'mengalihkan', 'traffic', 'ke', 'saluran', 'lain', 'marketplace', 'lain', 'sudah', 'siap', 'sedia', 'mengambil', 'alih', 'nah', 'jika', 'ada', 'marketplace', 'yg', 'kemudian', 'hari', 'setrending', 'tiktok', 'apa', 'akan', 'diminta', 'tutup', 'juga', 'next']","['pemerintah', 'tidak', 'belajar', 'dari', 'pengalaman', 'sebelumnya', 'kalau', 'tiktok', 'shop', 'ditutup', 'itu', 'hanya', 'akan', 'mengalihkan', 'traffic', 'ke', 'saluran', 'lain', 'marketplace', 'lain', 'sudah', 'siap', 'sedia', 'mengambil', 'alih', 'nah', 'jika', 'ada', 'marketplace', 'yang', 'kemudian', 'hari', 'setrending', 'tiktok', 'apa', 'akan', 'diminta', 'tutup', 'juga', 'lanjut']","['perintah', 'tidak', 'ajar', 'dari', 'alam', 'belum', 'kalau', 'tiktok', 'shop', 'tutup', 'itu', 'hanya', 'akan', 'alih', 'traffic', 'ke', 'salur', 'lain', 'marketplace', 'lain', 'sudah', 'siap', 'sedia', 'ambil', 'alih', 'nah', 'jika', 'ada', 'marketplace', 'yang', 'kemudian', 'hari', 'setrending', 'tiktok', 'apa', 'akan', 'minta', 'tutup', 'juga', 'lanjut']",pemerintah tidak belajar dari pengalaman sebelumnya kalau tiktok shop ditutup itu hanya akan mengalihkan traffic ke saluran lain marketplace lain sudah siap sedia mengambil alih nah jika ada marketplace yang kemudian hari setrending tiktok apa akan diminta tutup juga lanjut
"tentang TikTok shop yang ditutup gue sih nggak tau ya, tapi pengen cerita dikit aja kalo TikTok shop nolongin gue pas ada satu buku yang udah nggak dijual di toko buku, masalahnya buku yang di online shop ini harganya nggak ngotak.",Negatif,"tentang tiktok shop yang ditutup gue sih nggak tau ya, tapi pengen cerita dikit aja kalo tiktok shop nolongin gue pas ada satu buku yang udah nggak dijual di toko buku, masalahnya buku yang di online shop ini harganya nggak ngotak.",tentang tiktok shop yang ditutup gue sih nggak tau ya tapi pengen cerita dikit aja kalo tiktok shop nolongin gue pas ada satu buku yang udah nggak dijual di toko buku masalahnya buku yang di online shop ini harganya nggak ngotak,"['tentang', 'tiktok', 'shop', 'yang', 'ditutup', 'gue', 'sih', 'nggak', 'tau', 'ya', 'tapi', 'pengen', 'cerita', 'dikit', 'aja', 'kalo', 'tiktok', 'shop', 'nolongin', 'gue', 'pas', 'ada', 'satu', 'buku', 'yang', 'udah', 'nggak', 'dijual', 'di', 'toko', 'buku', 'masalahnya', 'buku', 'yang', 'di', 'online', 'shop', 'ini', 'harganya', 'nggak', 'ngotak']","['tentang', 'tiktok', 'shop', 'yang', 'ditutup', 'saya', 'sih', 'tidak', 'tahu', 'iya', 'tetapi', 'ingin', 'cerita', 'dikit', 'saja', 'kalau', 'tiktok', 'shop', 'tolong', 'saya', 'pas', 'ada', 'satu', 'buku', 'yang', 'sudah', 'tidak', 'dijual', 'di', 'toko', 'buku', 'masalahnya', 'buku', 'yang', 'di', 'online', 'shop', 'ini', 'harganya', 'tidak', 'otak']","['tentang', 'tiktok', 'shop', 'yang', 'tutup', 'saya', 'sih', 'tidak', 'tahu', 'iya', 'tetapi', 'ingin', 'cerita', 'dikit', 'saja', 'kalau', 'tiktok', 'shop', 'tolong', 'saya', 'pas', 'ada', 'satu', 'buku', 'yang', 'sudah', 'tidak', 'jual', 'di', 'toko', 'buku', 'masalah', 'buku', 'yang', 'di', 'online', 'shop', 'ini', 'harga', 'tidak', 'otak']",tentang tiktok shop yang ditutup saya sih tidak tahu iya tetapi ingin cerita dikit saja kalau tiktok shop tolong saya pas ada satu buku yang sudah tidak dijual di toko buku masalahnya buku yang di online shop ini harganya tidak otak
Tiktok shop ditutup ga bikin otomatis tanah abang rame. Perputaran di tanah abang insignifikan sama ramenya tiktok shop. Kenapa ya kira2? Ecommerce kah yg geter? Atau ga ada peraturan jelas buat tiktok â€œshopâ€ nya?,Negatif,tiktok shop ditutup ga bikin otomatis tanah abang rame. perputaran di tanah abang insignifikan sama ramenya tiktok shop. kenapa ya kira2? ecommerce kah yg geter? atau ga ada peraturan jelas buat tiktok â€œshopâ€ nya?,tiktok shop ditutup ga bikin otomatis tanah abang rame perputaran di tanah abang insignifikan sama ramenya tiktok shop kenapa ya kira2 ecommerce kah yg geter atau ga ada peraturan jelas buat tiktok shop nya,"['tiktok', 'shop', 'ditutup', 'ga', 'bikin', 'otomatis', 'tanah', 'abang', 'rame', 'perputaran', 'di', 'tanah', 'abang', 'insignifikan', 'sama', 'ramenya', 'tiktok', 'shop', 'kenapa', 'ya', 'kira2', 'ecommerce', 'kah', 'yg', 'geter', 'atau', 'ga', 'ada', 'peraturan', 'jelas', 'buat', 'tiktok', 'shop', 'nya']","['tiktok', 'shop', 'ditutup', 'tidak', 'bikin', 'otomatis', 'tanah', 'abang', 'ramai', 'perputaran', 'di', 'tanah', 'abang', 'insignifikan', 'sama', 'ramenya', 'tiktok', 'shop', 'kenapa', 'iya', 'kira2', 'toko online', 'kah', 'yang', 'getar', 'atau', 'tidak', 'ada', 'peraturan', 'jelas', 'buat', 'tiktok', 'shop', 'nya']","['tiktok', 'shop', 'tutup', 'tidak', 'bikin', 'otomatis', 'tanah', 'abang', 'ramai', 'putar', 'di', 'tanah', 'abang', 'insignifikan', 'sama', 'ramenya', 'tiktok', 'shop', 'kenapa', 'iya', 'kira2', 'toko online', 'kah', 'yang', 'getar', 'atau', 'tidak', 'ada', 'atur', 'jelas', 'buat', 'tiktok', 'shop', 'nya']",tiktok shop ditutup tidak bikin otomatis tanah abang ramai perputaran di tanah abang insignifikan sama ramenya tiktok shop kenapa iya kira2 toko online kah yang getar atau tidak ada peraturan jelas buat tiktok shop nya
"Mas kaesang dua hari masuk partai udah jadi ketum, 2 hari kenalan sama anggota2 lain juga pastinya belum  Pak jokowi menutup tiktok shop karena beberapa hari ini ada keluhan pasar tanah abang sepi"" padahal tiktok shop ditutup ga jamin tanah abang jadi rame lagi  Pada buru2 amat."";0;negatif,,,,,,,,,,,,,,,",Negatif,"mas kaesang dua hari masuk partai udah jadi ketum, 2 hari kenalan sama anggota2 lain juga pastinya belum  pak jokowi menutup tiktok shop karena beberapa hari ini ada keluhan pasar tanah abang sepi"" padahal tiktok shop ditutup ga jamin tanah abang jadi rame lagi  pada buru2 amat."";0;negatif,,,,,,,,,,,,,,,",mas kaesang dua hari masuk partai udah jadi ketum 2 hari kenalan sama anggota2 lain juga pastinya belum pak jokowi menutup tiktok shop karena beberapa hari ini ada keluhan pasar tanah abang sepi padahal tiktok shop ditutup ga jamin tanah abang jadi rame lagi pada buru2 amat0negatif,"['mas', 'kaesang', 'dua', 'hari', 'masuk', 'partai', 'udah', 'jadi', 'ketum', '2', 'hari', 'kenalan', 'sama', 'anggota2', 'lain', 'juga', 'pastinya', 'belum', 'pak', 'jokowi', 'menutup', 'tiktok', 'shop', 'karena', 'beberapa', 'hari', 'ini', 'ada', 'keluhan', 'pasar', 'tanah', 'abang', 'sepi', 'padahal', 'tiktok', 'shop', 'ditutup', 'ga', 'jamin', 'tanah', 'abang', 'jadi', 'rame', 'lagi', 'pada', 'buru2', 'amat0negatif']","['mas', 'kaesang', 'dua', 'hari', 'masuk', 'partai', 'sudah', 'jadi', 'ketum', '2', 'hari', 'kenalan', 'sama', 'anggota2', 'lain', 'juga', 'pastinya', 'belum', 'pak', 'jokowi', 'menutup', 'tiktok', 'shop', 'karena', 'beberapa', 'hari', 'ini', 'ada', 'keluhan', 'pasar', 'tanah', 'abang', 'sepi', 'padahal', 'tiktok', 'shop', 'ditutup', 'tidak', 'jamin', 'tanah', 'abang', 'jadi', 'ramai', 'lagi', 'pada', 'buru2', 'amat0negatif']","['mas', 'kaesang', 'dua', 'hari', 'masuk', 'partai', 'sudah', 'jadi', 'tum', '2', 'hari', 'kenal', 'sama', 'anggota2', 'lain', 'juga', 'pasti', 'belum', 'pak', 'jokowi', 'tutup', 'tiktok', 'shop', 'karena', 'beberapa', 'hari', 'ini', 'ada', 'keluh', 'pasar', 'tanah', 'abang', 'sepi', 'padahal', 'tiktok', 'shop', 'tutup', 'tidak', 'jamin', 'tanah', 'abang', 'jadi', 'ramai', 'lagi', 'pada', 'buru2', 'amat0negatif']",mas kaesang dua hari masuk partai sudah jadi ketum 2 hari kenalan sama anggota2 lain juga pastinya belum pak jokowi menutup tiktok shop karena beberapa hari ini ada keluhan pasar tanah abang sepi padahal tiktok shop ditutup tidak jamin tanah abang jadi ramai lagi pada buru2 amat0negatif
